0,1,2,3,4,5,6,7,8,9,10
tropical fruit,brown bread,whole milk,,,,,,,,
specialty chocolate,canned beer,,,,,,,,,
whole milk,chocolate,packaged fruit/vegetables,rolls/buns,,,,,,,
yogurt,coffee,,,,,,,,,
chocolate,soda,,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
berries,yogurt,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
soda,shopping bags,,,,,,,,,
white bread,candy,,,,,,,,,
potato products,pip fruit,,,,,,,,,
whipped/sour cream,other vegetables,flour,,,,,,,,
tropical fruit,pastry,,,,,,,,,
salty snack,liquor,,,,,,,,,
tropical fruit,whole milk,whole milk,potato products,,,,,,,
sausage,bottled beer,,,,,,,,,
hamburger meat,ice cream,,,,,,,,,
tropical fruit,tropical fruit,soda,salty snack,,,,,,,
beef,whole milk,frozen meals,,,,,,,,
soda,pastry,,,,,,,,,
newspapers,brown bread,,,,,,,,,
citrus fruit,waffles,female sanitary products,,,,,,,,
dish cleaner,cling film/bags,,,,,,,,,
curd,soda,,,,,,,,,
long life bakery product,yogurt,,,,,,,,,
tropical fruit,hygiene articles,,,,,,,,,
whole milk,newspapers,,,,,,,,,
sausage,packaged fruit/vegetables,,,,,,,,,
whipped/sour cream,cream cheese ,,,,,,,,,
ham,onions,,,,,,,,,
butter milk,fruit/vegetable juice,,,,,,,,,
chicken,white bread,,,,,,,,,
sausage,curd,meat spreads,,,,,,,,
berries,white bread,,,,,,,,,
citrus fruit,frozen dessert,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
yogurt,margarine,,,,,,,,,
cat food,newspapers,,,,,,,,,
tropical fruit,condensed milk,,,,,,,,,
other vegetables,cereals,,,,,,,,,
soda,candy,,,,,,,,,
other vegetables,curd,,,,,,,,,
bottled beer,newspapers,,,,,,,,,
yogurt,coffee,,,,,,,,,
whole milk,whole milk,candles,,,,,,,,
pork,light bulbs,waffles,,,,,,,,
citrus fruit,beef,whipped/sour cream,other vegetables,,,,,,,
ham,tropical fruit,,,,,,,,,
tropical fruit,domestic eggs,candy,sugar,,,,,,,
pork,sliced cheese,,,,,,,,,
whole milk,misc. beverages,,,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
citrus fruit,whipped/sour cream,onions,other vegetables,butter,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
hamburger meat,salty snack,,,,,,,,,
pork,frozen meals,,,,,,,,,
curd,soda,,,,,,,,,
shopping bags,yogurt,,,,,,,,,
newspapers,newspapers,,,,,,,,,
rolls/buns,salty snack,waffles,,,,,,,,
cat food,whole milk,whole milk,,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
frozen meals,whole milk,,,,,,,,,
salty snack,chocolate,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
pork,pastry,,,,,,,,,
rolls/buns,curd,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
curd cheese,pastry,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
semi-finished bread,other vegetables,soda,,,,,,,,
tropical fruit,rice,,,,,,,,,
sausage,photo/film,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
curd,other vegetables,,,,,,,,,
sausage,frozen meals,instant coffee,,,,,,,,
canned beer,napkins,sparkling wine,,,,,,,,
domestic eggs,whole milk,brown bread,,,,,,,,
ham,yogurt,hard cheese,rolls/buns,,,,,,,
sausage,butter,whole milk,,,,,,,,
frankfurter,hard cheese,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
root vegetables,condensed milk,dessert,,,,,,,,
pork,tropical fruit,pip fruit,brown bread,,,,,,,
whole milk,pastry,,,,,,,,,
ice cream,bottled beer,,,,,,,,,
berries,other vegetables,,,,,,,,,
soda,napkins,specialty chocolate,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
artif. sweetener,bottled water,butter milk,butter,soda,,,,,,
shopping bags,shopping bags,,,,,,,,,
bottled water,red/blush wine,,,,,,,,,
yogurt,bottled beer,,,,,,,,,
pork,pet care,margarine,,,,,,,,
sausage,pip fruit,,,,,,,,,
soda,frozen meals,liquor (appetizer),specialty chocolate,,,,,,,
coffee,root vegetables,,,,,,,,,
other vegetables,hard cheese,chocolate,,,,,,,,
whole milk,coffee,,,,,,,,,
onions,brown bread,canned vegetables,canned beer,,,,,,,
whole milk,pastry,,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
brown bread,frozen meals,herbs,whole milk,hard cheese,,,,,,
packaged fruit/vegetables,berries,,,,,,,,,
beverages,whole milk,,,,,,,,,
whole milk,whole milk,,,,,,,,,
bottled water,tropical fruit,shopping bags,,,,,,,,
whole milk,margarine,,,,,,,,,
citrus fruit,citrus fruit,specialty chocolate,cream cheese ,,,,,,,
hamburger meat,frozen vegetables,,,,,,,,,
hamburger meat,sliced cheese,,,,,,,,,
yogurt,coffee,candy,candles,,,,,,,
brown bread,other vegetables,,,,,,,,,
ice cream,whole milk,,,,,,,,,
dessert,spread cheese,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
ham,whole milk,shopping bags,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
butter,photo/film,,,,,,,,,
pork,rolls/buns,,,,,,,,,
yogurt,coffee,coffee,,,,,,,,
candles,canned fish,oil,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
root vegetables,white bread,canned fish,,,,,,,,
ham,canned fruit,,,,,,,,,
instant coffee,butter,,,,,,,,,
sliced cheese,pasta,,,,,,,,,
root vegetables,white bread,pasta,bottled beer,,,,,,,
newspapers,soda,,,,,,,,,
brown bread,hygiene articles,rolls/buns,,,,,,,,
rolls/buns,rum,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
bottled water,potato products,bottled water,,,,,,,,
ham,tidbits,,,,,,,,,
soda,dishes,,,,,,,,,
canned beer,specialty cheese,,,,,,,,,
photo/film,bottled water,,,,,,,,,
candy,sausage,other vegetables,frozen vegetables,,,,,,,
sausage,rolls/buns,,,,,,,,,
frozen vegetables,sausage,whole milk,frozen vegetables,rolls/buns,other vegetables,oil,frozen fish,baking powder,,
citrus fruit,whole milk,bottled beer,,,,,,,,
liquor,sweet spreads,,,,,,,,,
whole milk,rolls/buns,canned fruit,onions,soda,,,,,,
white bread,frozen vegetables,soda,,,,,,,,
tropical fruit,newspapers,beef,tropical fruit,domestic eggs,detergent,frozen vegetables,grapes,processed cheese,,
root vegetables,hard cheese,,,,,,,,,
UHT-milk,citrus fruit,,,,,,,,,
ice cream,beef,yogurt,canned beer,,,,,,,
pastry,bottled water,,,,,,,,,
beef,white bread,frozen potato products,,,,,,,,
pork,onions,,,,,,,,,
chewing gum,soda,,,,,,,,,
pork,domestic eggs,UHT-milk,rolls/buns,,,,,,,
canned beer,whole milk,,,,,,,,,
pastry,canned beer,whipped/sour cream,grapes,,,,,,,
newspapers,pastry,,,,,,,,,
frankfurter,white bread,,,,,,,,,
cat food,pip fruit,white bread,,,,,,,,
specialty chocolate,frozen vegetables,,,,,,,,,
beverages,bottled water,,,,,,,,,
whole milk,grapes,,,,,,,,,
soda,other vegetables,soda,,,,,,,,
soda,chewing gum,rolls/buns,flour,,,,,,,
fruit/vegetable juice,chocolate,cat food,coffee,,,,,,,
whole milk,dog food,,,,,,,,,
semi-finished bread,liquor (appetizer),,,,,,,,,
UHT-milk,bottled water,,,,,,,,,
chicken,tropical fruit,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
bottled beer,salty snack,napkins,,,,,,,,
frozen fish,specialty cheese,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
chicken,frozen vegetables,,,,,,,,,
ham,chocolate,,,,,,,,,
seasonal products,onions,,,,,,,,,
frozen potato products,pastry,,,,,,,,,
whole milk,soft cheese,soda,brown bread,,,,,,,
tea,pip fruit,,,,,,,,,
pastry,hard cheese,,,,,,,,,
grapes,other vegetables,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
chicken,whole milk,,,,,,,,,
oil,frozen potato products,,,,,,,,,
other vegetables,salty snack,syrup,newspapers,oil,,,,,,
other vegetables,sugar,,,,,,,,,
semi-finished bread,napkins,,,,,,,,,
coffee,other vegetables,,,,,,,,,
beef,ice cream,,,,,,,,,
butter milk,hard cheese,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
meat,citrus fruit,chocolate,pastry,rolls/buns,,,,,,
beef,root vegetables,,,,,,,,,
semi-finished bread,whole milk,,,,,,,,,
whole milk,brown bread,soda,,,,,,,,
cream cheese ,whole milk,candy,,,,,,,,
frozen meals,frozen potato products,,,,,,,,,
other vegetables,spices,,,,,,,,,
whole milk,specialty bar,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
sausage,pastry,,,,,,,,,
sweet spreads,frozen fish,,,,,,,,,
pastry,beverages,,,,,,,,,
brown bread,dessert,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
whole milk,misc. beverages,,,,,,,,,
red/blush wine,curd,,,,,,,,,
soda,newspapers,,,,,,,,,
canned beer,whole milk,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
whole milk,instant coffee,,,,,,,,,
chicken,hygiene articles,,,,,,,,,
frankfurter,butter milk,,,,,,,,,
whipped/sour cream,whole milk,,,,,,,,,
canned beer,bottled water,,,,,,,,,
hygiene articles,semi-finished bread,,,,,,,,,
sausage,citrus fruit,,,,,,,,,
bottled water,herbs,,,,,,,,,
rolls/buns,canned beer,tropical fruit,chewing gum,margarine,,,,,,
long life bakery product,whipped/sour cream,bottled beer,,,,,,,,
margarine,butter milk,,,,,,,,,
pip fruit,curd,pip fruit,prosecco,,,,,,,
hygiene articles,rolls/buns,,,,,,,,,
newspapers,hard cheese,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
fruit/vegetable juice,coffee,,,,,,,,,
hygiene articles,pastry,,,,,,,,,
bottled beer,canned beer,fruit/vegetable juice,,,,,,,,
sausage,grapes,,,,,,,,,
candy,dessert,rolls/buns,canned fish,,,,,,,
pork,pastry,,,,,,,,,
frozen vegetables,dishes,soda,domestic eggs,,,,,,,
rolls/buns,shopping bags,cat food,,,,,,,,
citrus fruit,onions,,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
pip fruit,herbs,frozen meals,,,,,,,,
frozen vegetables,fruit/vegetable juice,,,,,,,,,
yogurt,butter,,,,,,,,,
grapes,whole milk,,,,,,,,,
frozen vegetables,citrus fruit,,,,,,,,,
processed cheese,whole milk,,,,,,,,,
misc. beverages,hard cheese,herbs,sugar,,,,,,,
brown bread,dessert,,,,,,,,,
UHT-milk,herbs,butter,oil,,,,,,,
pastry,coffee,newspapers,,,,,,,,
frozen vegetables,berries,whole milk,candy,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
yogurt,sauces,,,,,,,,,
cream cheese ,chocolate,,,,,,,,,
chicken,onions,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
yogurt,white bread,,,,,,,,,
yogurt,dental care,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
spread cheese,soda,,,,,,,,,
white bread,flour,,,,,,,,,
other vegetables,soda,,,,,,,,,
citrus fruit,rolls/buns,whole milk,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
canned beer,coffee,,,,,,,,,
beef,whole milk,,,,,,,,,
soda,white bread,chocolate,sugar,,,,,,,
canned beer,dishes,,,,,,,,,
rolls/buns,shopping bags,whole milk,,,,,,,,
whole milk,pot plants,,,,,,,,,
meat,canned beer,,,,,,,,,
pip fruit,spread cheese,,,,,,,,,
soda,bottled water,hygiene articles,,,,,,,,
whipped/sour cream,pickled vegetables,dish cleaner,,,,,,,,
pip fruit,dog food,soft cheese,packaged fruit/vegetables,pastry,domestic eggs,,,,,
sausage,rolls/buns,,,,,,,,,
whole milk,soda,,,,,,,,,
whole milk,whole milk,coffee,oil,,,,,,,
sausage,sausage,,,,,,,,,
tropical fruit,citrus fruit,domestic eggs,rolls/buns,,,,,,,
processed cheese,brown bread,house keeping products,,,,,,,,
cream cheese ,soda,,,,,,,,,
whole milk,butter,,,,,,,,,
pork,shopping bags,,,,,,,,,
citrus fruit,tropical fruit,butter,ham,,,,,,,
pip fruit,brown bread,,,,,,,,,
sausage,whipped/sour cream,soda,,,,,,,,
pip fruit,beverages,margarine,soda,,,,,,,
newspapers,salty snack,,,,,,,,,
dishes,other vegetables,pastry,,,,,,,,
tropical fruit,sausage,bottled beer,curd,misc. beverages,waffles,fruit/vegetable juice,mayonnaise,,,
whole milk,tropical fruit,other vegetables,yogurt,domestic eggs,,,,,,
sausage,cake bar,,,,,,,,,
hamburger meat,spread cheese,,,,,,,,,
root vegetables,waffles,,,,,,,,,
roll products ,oil,UHT-milk,,,,,,,,
fruit/vegetable juice,long life bakery product,,,,,,,,,
soda,berries,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
ham,yogurt,,,,,,,,,
beef,white bread,,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
whole milk,butter milk,,,,,,,,,
root vegetables,yogurt,chocolate,shopping bags,,,,,,,
pip fruit,detergent,,,,,,,,,
tropical fruit,chicken,waffles,,,,,,,,
rolls/buns,brown bread,,,,,,,,,
pork,shopping bags,,,,,,,,,
ham,processed cheese,,,,,,,,,
hamburger meat,other vegetables,frozen dessert,oil,,,,,,,
other vegetables,soda,UHT-milk,salty snack,,,,,,,
chicken,root vegetables,,,,,,,,,
canned fruit,whipped/sour cream,,,,,,,,,
dishes,salty snack,,,,,,,,,
herbs,pork,sugar,hard cheese,long life bakery product,,,,,,
whole milk,white bread,,,,,,,,,
beef,beef,,,,,,,,,
cat food,rolls/buns,,,,,,,,,
bottled beer,bottled water,rolls/buns,root vegetables,,,,,,,
turkey,salt,,,,,,,,,
pastry,photo/film,,,,,,,,,
roll products ,soda,,,,,,,,,
onions,soda,,,,,,,,,
sugar,bottled water,,,,,,,,,
frozen meals,UHT-milk,,,,,,,,,
condensed milk,whole milk,,,,,,,,,
detergent,root vegetables,fruit/vegetable juice,brown bread,,,,,,,
pickled vegetables,soda,chewing gum,yogurt,,,,,,,
coffee,onions,,,,,,,,,
ice cream,whole milk,,,,,,,,,
specialty bar,tropical fruit,,,,,,,,,
pastry,margarine,,,,,,,,,
margarine,rolls/buns,,,,,,,,,
chicken,onions,white bread,,,,,,,,
other vegetables,ice cream,,,,,,,,,
beverages,yogurt,,,,,,,,,
beef,rolls/buns,,,,,,,,,
liver loaf,hamburger meat,sausage,whole milk,whipped/sour cream,other vegetables,white bread,whole milk,rolls/buns,,
pip fruit,hard cheese,candy,,,,,,,,
candy,citrus fruit,pasta,soda,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
whole milk,roll products ,rice,,,,,,,,
root vegetables,rolls/buns,fruit/vegetable juice,,,,,,,,
sausage,candy,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
cream cheese ,whipped/sour cream,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
soda,yogurt,,,,,,,,,
tropical fruit,soft cheese,shopping bags,,,,,,,,
frankfurter,curd,,,,,,,,,
pastry,shopping bags,,,,,,,,,
cream cheese ,fruit/vegetable juice,,,,,,,,,
other vegetables,tropical fruit,pastry,citrus fruit,curd,soda,whole milk,detergent,syrup,,
whole milk,soda,,,,,,,,,
pork,rolls/buns,brown bread,yogurt,,,,,,,
frankfurter,ketchup,,,,,,,,,
pastry,misc. beverages,,,,,,,,,
beef,berries,,,,,,,,,
soda,chocolate,,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
pork,coffee,frozen vegetables,,,,,,,,
pip fruit,citrus fruit,curd,,,,,,,,
newspapers,yogurt,,,,,,,,,
citrus fruit,white bread,processed cheese,,,,,,,,
meat,pasta,,,,,,,,,
whole milk,brown bread,,,,,,,,,
butter milk,zwieback,pot plants,,,,,,,,
pork,root vegetables,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
pork,semi-finished bread,,,,,,,,,
shopping bags,root vegetables,,,,,,,,,
dishes,onions,canned beer,,,,,,,,
sausage,cocoa drinks,,,,,,,,,
citrus fruit,other vegetables,yogurt,,,,,,,,
sausage,whole milk,,,,,,,,,
sausage,beverages,canned beer,whole milk,,,,,,,
citrus fruit,pork,root vegetables,dishes,curd,rolls/buns,candy,yogurt,,,
baking powder,brown bread,,,,,,,,,
ice cream,long life bakery product,,,,,,,,,
tropical fruit,soda,,,,,,,,,
yogurt,berries,onions,pip fruit,,,,,,,
soda,whole milk,whole milk,sugar,,,,,,,
dessert,pot plants,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
napkins,popcorn,,,,,,,,,
other vegetables,margarine,bottled water,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
spread cheese,yogurt,frozen vegetables,,,,,,,,
rolls/buns,cling film/bags,,,,,,,,,
sliced cheese,rolls/buns,rolls/buns,,,,,,,,
tropical fruit,sausage,,,,,,,,,
processed cheese,chocolate,chocolate,yogurt,,,,,,,
frankfurter,yogurt,,,,,,,,,
fruit/vegetable juice,napkins,,,,,,,,,
whole milk,whole milk,,,,,,,,,
whole milk,other vegetables,ice cream,,,,,,,,
pork,other vegetables,,,,,,,,,
whole milk,grapes,chocolate,pot plants,,,,,,,
soda,onions,pastry,,,,,,,,
ketchup,whole milk,,,,,,,,,
rolls/buns,brown bread,rolls/buns,sliced cheese,,,,,,,
frozen meals,cream cheese ,,,,,,,,,
salt,seasonal products,,,,,,,,,
frozen meals,bottled water,,,,,,,,,
hamburger meat,newspapers,,,,,,,,,
yogurt,sausage,whole milk,shopping bags,white bread,dog food,baking powder,sliced cheese,,,
bottled beer,fruit/vegetable juice,rolls/buns,,,,,,,,
pork,rolls/buns,,,,,,,,,
pip fruit,seasonal products,,,,,,,,,
bottled water,soda,nut snack,,,,,,,,
yogurt,yogurt,,,,,,,,,
rolls/buns,soda,,,,,,,,,
pork,processed cheese,beef,white wine,soda,packaged fruit/vegetables,sliced cheese,beverages,,,
yogurt,frozen vegetables,,,,,,,,,
hamburger meat,whipped/sour cream,sugar,newspapers,,,,,,,
pot plants,rolls/buns,,,,,,,,,
domestic eggs,yogurt,,,,,,,,,
meat,butter milk,tropical fruit,specialty bar,newspapers,rolls/buns,,,,,
soft cheese,cream cheese ,,,,,,,,,
pork,root vegetables,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
frankfurter,chicken,processed cheese,dessert,,,,,,,
ham,soda,,,,,,,,,
bottled water,chocolate,jam,,,,,,,,
butter,waffles,,,,,,,,,
berries,dishes,,,,,,,,,
soda,bottled beer,,,,,,,,,
other vegetables,chocolate marshmallow,,,,,,,,,
photo/film,beverages,bottled beer,,,,,,,,
whole milk,whole milk,,,,,,,,,
beef,tropical fruit,root vegetables,whole milk,cream cheese ,newspapers,,,,,
pork,other vegetables,,,,,,,,,
whole milk,soda,,,,,,,,,
canned beer,ice cream,newspapers,pastry,bottled beer,,,,,,
canned beer,other vegetables,waffles,oil,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
whole milk,pastry,chewing gum,shopping bags,,,,,,,
margarine,margarine,white bread,fruit/vegetable juice,,,,,,,
pork,oil,,,,,,,,,
misc. beverages,onions,,,,,,,,,
chicken,rolls/buns,liquor (appetizer),pip fruit,hygiene articles,,,,,,
brown bread,pet care,,,,,,,,,
berries,pastry,soda,,,,,,,,
canned beer,bottled beer,pip fruit,candy,,,,,,,
whipped/sour cream,salad dressing,,,,,,,,,
tropical fruit,soft cheese,,,,,,,,,
newspapers,rolls/buns,,,,,,,,,
oil,UHT-milk,,,,,,,,,
dessert,mayonnaise,,,,,,,,,
domestic eggs,domestic eggs,,,,,,,,,
sugar,curd,,,,,,,,,
photo/film,other vegetables,,,,,,,,,
soda,bottled water,,,,,,,,,
tropical fruit,flour,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
fish,root vegetables,,,,,,,,,
frankfurter,butter,,,,,,,,,
brown bread,rolls/buns,cat food,pastry,,,,,,,
dessert,shopping bags,,,,,,,,,
soda,frozen dessert,canned fish,,,,,,,,
white wine,pastry,hard cheese,coffee,hygiene articles,,,,,,
citrus fruit,soda,,,,,,,,,
rolls/buns,pastry,,,,,,,,,
canned beer,long life bakery product,,,,,,,,,
rolls/buns,napkins,cream cheese ,shopping bags,,,,,,,
bottled water,coffee,,,,,,,,,
beef,pastry,yogurt,chewing gum,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
whole milk,newspapers,,,,,,,,,
yogurt,bathroom cleaner,,,,,,,,,
salty snack,butter,,,,,,,,,
bottled beer,beverages,,,,,,,,,
soda,pork,,,,,,,,,
butter,yogurt,,,,,,,,,
salty snack,rolls/buns,butter,tropical fruit,pastry,root vegetables,fruit/vegetable juice,semi-finished bread,,,
ham,other vegetables,,,,,,,,,
oil,processed cheese,,,,,,,,,
tropical fruit,canned vegetables,,,,,,,,,
fruit/vegetable juice,pot plants,,,,,,,,,
sausage,whole milk,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
other vegetables,soda,,,,,,,,,
liquor,curd,yogurt,tropical fruit,,,,,,,
root vegetables,other vegetables,bottled beer,softener,,,,,,,
soda,bottled water,ice cream,,,,,,,,
canned beer,bottled beer,chocolate,,,,,,,,
other vegetables,sugar,oil,,,,,,,,
sausage,rolls/buns,rolls/buns,,,,,,,,
newspapers,root vegetables,,,,,,,,,
sparkling wine,liquor,detergent,,,,,,,,
rolls/buns,yogurt,newspapers,,,,,,,,
condensed milk,processed cheese,rolls/buns,,,,,,,,
pork,liquor,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
beef,other vegetables,,,,,,,,,
root vegetables,whole milk,bottled water,canned vegetables,,,,,,,
pork,herbs,,,,,,,,,
soda,soda,canned fruit,processed cheese,soda,shopping bags,,,,,
yogurt,whole milk,yogurt,chewing gum,,,,,,,
pot plants,other vegetables,,,,,,,,,
spread cheese,root vegetables,,,,,,,,,
rolls/buns,oil,beverages,bottled water,,,,,,,
sausage,bottled beer,onions,other vegetables,soda,,,,,,
chicken,margarine,waffles,,,,,,,,
sausage,onions,misc. beverages,,,,,,,,
pastry,specialty chocolate,,,,,,,,,
pip fruit,citrus fruit,,,,,,,,,
other vegetables,mustard,,,,,,,,,
other vegetables,chicken,onions,rolls/buns,spices,other vegetables,,,,,
other vegetables,root vegetables,,,,,,,,,
pork,mustard,,,,,,,,,
bathroom cleaner,other vegetables,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
yogurt,whole milk,pickled vegetables,long life bakery product,mustard,,,,,,
other vegetables,UHT-milk,,,,,,,,,
finished products,yogurt,bottled beer,bottled water,,,,,,,
margarine,shopping bags,pickled vegetables,rolls/buns,,,,,,,
whole milk,white bread,,,,,,,,,
citrus fruit,syrup,,,,,,,,,
instant coffee,domestic eggs,,,,,,,,,
beverages,sliced cheese,semi-finished bread,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
canned beer,whipped/sour cream,,,,,,,,,
beverages,beverages,sugar,pasta,domestic eggs,,,,,,
root vegetables,hard cheese,,,,,,,,,
citrus fruit,rolls/buns,whole milk,brown bread,,,,,,,
frozen vegetables,butter,,,,,,,,,
